trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
426,False,"{'a': 0.99, 'e': 0.37968966933984305}",20,0,15.294192795840134,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
427,False,"{'a': 0.99, 'e': 0.3783039643382934}",20,10,-56.79730113826832,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
428,False,"{'a': 0.99, 'e': 0.3769182593367437}",25,19,7.882207628241516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.99, 'e': 0.37553255433519406}",30,3,-75.58914513113079,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 2}",1
430,False,"{'a': 0.99, 'e': 0.3741468493336444}",35,6,-1.7982583514926667,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 0}",1
431,False,"{'a': 0.99, 'e': 0.37276114433209473}",20,14,13.076466513000218,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.99, 'e': 0.37137543933054507}",20,0,-52.364587295378705,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
433,False,"{'a': 0.99, 'e': 0.3699897343289954}",25,14,9.64889851107785,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.99, 'e': 0.36860402932744574}",20,0,-22.84756662976628,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
435,False,"{'a': 0.99, 'e': 0.3672183243258961}",25,11,5.357835283073776,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.99, 'e': 0.3658326193243464}",25,0,33.16412457164279,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.99, 'e': 0.36444691432279674}",35,23,-44.13561796160054,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
438,False,"{'a': 0.99, 'e': 0.3630612093212471}",20,0,-62.219232855643966,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
439,False,"{'a': 0.99, 'e': 0.3616755043196974}",20,0,-27.576804740456247,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
440,False,"{'a': 0.99, 'e': 0.36028979931814775}",20,0,-3.420355502410333,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
441,False,"{'a': 0.99, 'e': 0.3589040943165981}",30,0,-109.42891253919124,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
442,False,"{'a': 0.99, 'e': 0.3575183893150484}",25,0,-5.5271711325990935,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
443,False,"{'a': 0.99, 'e': 0.35613268431349876}",20,6,-14.769680691366403,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.99, 'e': 0.3547469793119491}",30,4,23.147620093543228,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
445,False,"{'a': 0.99, 'e': 0.35336127431039943}",25,11,16.311596916510524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.99, 'e': 0.35197556930884977}",20,10,2.8578061525502023,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
447,False,"{'a': 0.99, 'e': 0.3505898643073001}",35,0,-48.76709692838335,"{0: 32, 1: 0, 2: 0, 3: 1, 4: 2}",0
448,False,"{'a': 0.99, 'e': 0.34920415930575044}",30,12,-7.452637589916352,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.99, 'e': 0.3478184543042008}",30,12,-66.36849978855547,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
450,False,"{'a': 0.99, 'e': 0.3464327493026511}",20,0,-7.750406012165937,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
451,False,"{'a': 0.99, 'e': 0.34504704430110145}",20,13,12.487548199405552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.99, 'e': 0.3436613392995518}",20,0,-16.77138745596208,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
453,False,"{'a': 0.99, 'e': 0.3422756342980021}",20,0,-9.766318768395891,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
454,False,"{'a': 0.99, 'e': 0.34088992929645245}",20,0,-69.16930905910586,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",1
455,False,"{'a': 0.99, 'e': 0.3395042242949028}",20,0,-37.70455905256116,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
456,False,"{'a': 0.99, 'e': 0.3381185192933531}",30,20,17.166442877921032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.99, 'e': 0.33673281429180346}",25,11,8.871589716070032,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.99, 'e': 0.3353471092902538}",25,13,-32.546672389081735,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
459,False,"{'a': 0.99, 'e': 0.33396140428870413}",20,0,-0.9490245099591279,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
460,False,"{'a': 0.99, 'e': 0.33257569928715447}",25,0,-11.81976747120898,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
461,False,"{'a': 0.99, 'e': 0.3311899942856048}",20,0,-41.90866927042279,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
462,False,"{'a': 0.99, 'e': 0.32980428928405514}",20,3,-0.6668543020966067,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.99, 'e': 0.3284185842825055}",25,16,4.346979406178312,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.99, 'e': 0.3270328792809558}",20,0,-36.521149625237705,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
465,False,"{'a': 0.99, 'e': 0.32564717427940615}",25,18,13.690110984055426,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.99, 'e': 0.3242614692778565}",25,0,4.873723433535602,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
467,False,"{'a': 0.99, 'e': 0.3228757642763068}",25,13,23.227107150791728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.99, 'e': 0.32149005927475716}",30,14,-35.05812230417684,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
469,False,"{'a': 0.99, 'e': 0.3201043542732075}",20,12,1.5490288511509744,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.99, 'e': 0.31871864927165783}",25,0,8.835519696260384,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
471,False,"{'a': 0.99, 'e': 0.31733294427010816}",20,3,0.5318862240025028,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
472,False,"{'a': 0.99, 'e': 0.3159472392685585}",25,5,-51.24324485913717,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
473,False,"{'a': 0.99, 'e': 0.31456153426700884}",30,1,-87.6014402285131,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 2}",1
474,False,"{'a': 0.99, 'e': 0.31317582926545917}",25,15,13.71767655626844,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.99, 'e': 0.3117901242639095}",20,10,-2.714656525411181,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.99, 'e': 0.31040441926235984}",25,0,-132.6958729854236,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
477,False,"{'a': 0.99, 'e': 0.3090187142608102}",20,8,0.04481404333188754,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
478,False,"{'a': 0.99, 'e': 0.3076330092592605}",20,0,-17.867869717458312,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
479,False,"{'a': 0.99, 'e': 0.30624730425771085}",20,0,-44.574151359070335,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
480,False,"{'a': 0.99, 'e': 0.3048615992561612}",20,0,-83.23233112363162,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
481,False,"{'a': 0.99, 'e': 0.3034758942546115}",20,15,2.3672826756952445,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.99, 'e': 0.30209018925306186}",25,8,-21.259978475265928,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
483,False,"{'a': 0.99, 'e': 0.3007044842515122}",30,4,28.681898496085317,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.99, 'e': 0.29931877924996253}",20,3,-106.34479228176039,"{0: 12, 1: 1, 2: 0, 3: 2, 4: 2}",1
485,False,"{'a': 0.99, 'e': 0.29793307424841287}",25,0,11.53900133764017,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
486,False,"{'a': 0.99, 'e': 0.2965473692468632}",20,8,-33.11654227230012,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
487,False,"{'a': 0.99, 'e': 0.29516166424531354}",20,0,24.260053603553356,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.99, 'e': 0.2937759592437639}",25,0,-56.60265265673122,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
489,False,"{'a': 0.99, 'e': 0.2923902542422142}",20,0,13.930989305089913,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
490,False,"{'a': 0.99, 'e': 0.29100454924066455}",20,5,1.0828902225813648,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
491,False,"{'a': 0.99, 'e': 0.2896188442391149}",20,0,-13.938054825105922,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
492,False,"{'a': 0.99, 'e': 0.2882331392375652}",30,0,-53.10324586346934,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
493,False,"{'a': 0.99, 'e': 0.28684743423601555}",25,6,5.955743874243352,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
494,False,"{'a': 0.99, 'e': 0.2854617292344659}",20,0,18.468018765785068,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
495,False,"{'a': 0.99, 'e': 0.2840760242329162}",20,3,-17.509002615708702,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
496,False,"{'a': 0.99, 'e': 0.28269031923136656}",35,9,-16.247010452223527,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 0}",1
497,False,"{'a': 0.99, 'e': 0.2813046142298169}",25,16,5.1982482776854715,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.99, 'e': 0.27991890922826723}",25,10,-36.68984530541623,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
499,False,"{'a': 0.99, 'e': 0.27853320422671757}",25,10,15.90658770503741,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.99, 'e': 0.2771474992251679}",30,0,-11.756475828859633,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
501,False,"{'a': 0.99, 'e': 0.27576179422361824}",25,4,-0.6719668432088788,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
502,False,"{'a': 0.99, 'e': 0.2743760892220686}",25,13,6.157510945807264,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.99, 'e': 0.2729903842205189}",25,0,0.8350717812845065,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
504,False,"{'a': 0.99, 'e': 0.27160467921896925}",20,0,1.1225070439026392,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
505,False,"{'a': 0.99, 'e': 0.2702189742174196}",25,0,28.07911066243258,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
506,False,"{'a': 0.99, 'e': 0.2688332692158699}",30,11,-4.408724692655762,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
507,False,"{'a': 0.99, 'e': 0.26744756421432025}",35,2,-20.73466351770978,"{0: 29, 1: 1, 2: 2, 3: 0, 4: 1}",1
508,False,"{'a': 0.99, 'e': 0.2660618592127706}",30,19,17.840629436626465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.99, 'e': 0.2646761542112209}",35,19,-58.803695600103545,"{0: 10, 1: 0, 2: 4, 3: 2, 4: 0}",1
510,False,"{'a': 0.99, 'e': 0.26329044920967126}",20,2,22.586553324773163,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.99, 'e': 0.2619047442081216}",25,0,-38.455096800955765,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
512,False,"{'a': 0.99, 'e': 0.26051903920657193}",20,4,-23.777187748494978,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
513,False,"{'a': 0.99, 'e': 0.25913333420502227}",30,0,-43.704927728271244,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
514,False,"{'a': 0.99, 'e': 0.2577476292034726}",25,0,34.801699804741794,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.99, 'e': 0.25636192420192294}",35,12,-76.72127346329465,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 1}",1
516,False,"{'a': 0.99, 'e': 0.2549762192003733}",25,15,2.281628378516576,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.99, 'e': 0.2535905141988236}",20,0,-19.491058286046613,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
518,False,"{'a': 0.99, 'e': 0.25220480919727395}",25,0,-12.834495900248708,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
519,False,"{'a': 0.99, 'e': 0.2508191041957243}",30,22,13.696015363967753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.99, 'e': 0.24943339919417465}",25,0,-33.62751339809902,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
521,False,"{'a': 0.99, 'e': 0.248047694192625}",25,9,18.396431153239565,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.99, 'e': 0.24666198919107538}",20,3,7.740983280775505,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.99, 'e': 0.24527628418952574}",30,12,9.487305389293667,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
524,False,"{'a': 0.99, 'e': 0.2438905791879761}",25,4,-61.11679007402734,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
525,False,"{'a': 0.99, 'e': 0.24250487418642647}",20,12,13.712909912681862,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.99, 'e': 0.24111916918487683}",30,0,-49.1851920451199,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
527,False,"{'a': 0.99, 'e': 0.2397334641833272}",35,21,-37.12579463134869,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
528,False,"{'a': 0.99, 'e': 0.23834775918177756}",20,10,-30.848451066707838,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
529,False,"{'a': 0.99, 'e': 0.23696205418022792}",20,15,9.657076315515628,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.99, 'e': 0.23557634917867828}",25,3,31.144119548091055,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.99, 'e': 0.23419064417712865}",30,16,15.251180741582232,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.99, 'e': 0.232804939175579}",25,0,-11.595344079513286,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
533,False,"{'a': 0.99, 'e': 0.23141923417402938}",20,1,14.141216050681155,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.99, 'e': 0.23003352917247974}",25,1,22.385539675492353,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.99, 'e': 0.2286478241709301}",20,0,-52.50389159594688,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
536,False,"{'a': 0.99, 'e': 0.22726211916938047}",25,13,6.732434301270091,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.99, 'e': 0.22587641416783083}",20,10,8.13681324792226,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.99, 'e': 0.2244907091662812}",20,16,5.569681683979198,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.99, 'e': 0.22310500416473156}",35,8,-23.242014808066457,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
540,False,"{'a': 0.99, 'e': 0.22171929916318192}",25,3,5.841589063247229,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.99, 'e': 0.22033359416163228}",20,7,16.809725491414948,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.99, 'e': 0.21894788916008265}",25,17,-26.876275672388346,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
543,False,"{'a': 0.99, 'e': 0.217562184158533}",20,0,26.287160721818328,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.99, 'e': 0.21617647915698338}",25,13,8.941350039584897,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.99, 'e': 0.21479077415543374}",20,11,18.09115003557156,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.99, 'e': 0.2134050691538841}",30,16,26.376743990245703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.99, 'e': 0.21201936415233447}",20,9,-19.51270736652542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
548,False,"{'a': 0.99, 'e': 0.21063365915078483}",20,15,0.5405903618103212,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.99, 'e': 0.2092479541492352}",20,13,13.79789877435155,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.99, 'e': 0.20786224914768556}",20,3,-35.97957054559207,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
551,False,"{'a': 0.99, 'e': 0.20647654414613592}",20,1,20.60233863153518,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.99, 'e': 0.20509083914458628}",20,16,7.6778627677379285,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.99, 'e': 0.20370513414303665}",20,6,15.299162389357576,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.99, 'e': 0.202319429141487}",25,4,-21.93647261210636,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
555,False,"{'a': 0.99, 'e': 0.20093372413993738}",25,14,20.95162799216134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.99, 'e': 0.19954801913838774}",20,9,23.761311886211637,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.99, 'e': 0.1981623141368381}",25,5,-3.548372592836201,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
558,False,"{'a': 0.99, 'e': 0.19677660913528847}",25,6,-15.35599458491013,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
559,False,"{'a': 0.99, 'e': 0.19539090413373883}",25,0,8.370062475034013,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
560,False,"{'a': 0.99, 'e': 0.1940051991321892}",25,5,36.384831177051716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.99, 'e': 0.19261949413063956}",30,4,-22.21171786607539,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 1}",1
562,False,"{'a': 0.99, 'e': 0.19123378912908992}",20,1,19.167470011862438,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.99, 'e': 0.18984808412754028}",20,3,-38.87420347609373,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
564,False,"{'a': 0.99, 'e': 0.18846237912599065}",25,0,0.7005244247550231,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
565,False,"{'a': 0.99, 'e': 0.187076674124441}",30,10,22.875525247719704,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.99, 'e': 0.18569096912289138}",25,15,20.990142696747746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
